ARATH	AT4G05530.1	-	0	0	0	1	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.2	1
ORYSI	BGIOSGA030190-PA	0	-	0.4	0	0	0	0	0	0	0.1	0.2	1	1	1	1	1	1	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
BRADI	BRADI2G34780.1	0	0.4	-	0	0	0	0	0	0	0.1	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0	0.3	0.3	0.8	0	0.4	0.4	0.4	0	0
BRARP	Bra020854.1-P	0	0	0	-	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.2	0
BRARP	Bra029476.1-P	1	0	0	0	-	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.2	1
SOYBN	GLYMA02G13053.1	0	0	0	0	0	-	0	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.1	0	0	0	0	0
SOYBN	GLYMA09G01170.1	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.1	0	0	0	0	0
SOYBN	GLYMA15G11980.1	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.1	0	0	0	0	0
SOYBN	GLYMA17G01300.1	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.2	0	0	0	0	0
MUSAM	GSMUA_Achr3P01030_001	0.2	0.1	0.1	0.2	0.2	0	0	0	0	-	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.4	0.2
MUSAM	GSMUA_Achr3P01040_001	0	0.2	0.2	0	0	0.2	0	0	0	0	-	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0	0.2	0.2	0.2	0	0.2	0.2	0.2	0.1	0
ORYBR	OB09G10700.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	-	1	1	1	1	1	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
ORYBA	OBART09G01520.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	1	-	1	1	1	1	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
ORYGU	OGLUM09G01920.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	1	1	-	1	1	1	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
ORYME	OMERI09G01260.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	1	1	1	-	1	1	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
ORYNI	ONIVA09G01550.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	1	1	1	1	-	1	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
ORYPU	OPUNC09G01250.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	1	1	1	1	1	-	1	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
ORYGL	ORGLA09G0013300.1	0	1	0.4	0	0	0	0	0	0	0.1	0.2	1	1	1	1	1	1	-	0	0	0	0.3	0.3	0.7	0	0.8	0.9	0.9	0	0
POPTR	POPTR_0011s00810.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0.4	0	0	0	0	0.1
POPTR	POPTR_0011s00830.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0.4	0	0	0	0	0.1
PHYPA	PP1S33_197V6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0
SORBI	Sb02g009510.1	0	0.3	0.3	0	0	0	0	0	0	0.1	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	-	0	0.3	0	0.3	0.3	0.3	0	0
SORBI	Sb09g027400.1	0	0.3	0.3	0	0	0	0	0	0	0.1	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	-	0.5	0	0.3	0.3	0.3	0	0
SETIT	Si023036m	0	0.7	0.8	0	0	0	0	0	0	0.1	0.2	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0	0	0	0.3	0.5	-	0	0.7	0.7	0.7	0	0
SOLLC	Solyc04g014670.2.1	0	0	0	0	0	0.1	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0.4	0.4	0	0	0	0	-	0	0	0	0.1	0
WHEAT	Traes_5AL_51CCB66E9.1	0	0.8	0.4	0	0	0	0	0	0	0.1	0.2	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0	0	0	0.3	0.3	0.7	0	-	0	0	0	0
WHEAT	Traes_5BL_14259A602.1	0	0.9	0.4	0	0	0	0	0	0	0.1	0.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0	0	0	0.3	0.3	0.7	0	0	-	0	0	0
WHEAT	Traes_5DL_683AE36C9.1	0	0.9	0.4	0	0	0	0	0	0	0.1	0.2	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0	0	0	0.3	0.3	0.7	0	0	0	-	0	0
VITVI	VIT_00s0516g00030.t01	0.2	0	0	0.2	0.2	0	0	0	0	0.4	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	-	0.2
ARALL	fgenesh2_kg.6__3202__AT4G05530.1	1	0	0	0	1	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0.2	-
